From	To	Species	Gene Name
209276_s_at	GLRX	Homo sapiens	glutaredoxin (thioltransferase)
206770_s_at	SLC35A3	Homo sapiens	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3
203995_at	c21orf2	Homo sapiens	chromosome 21 open reading frame 2
220700_at	WDR37	Homo sapiens	WD repeat domain 37
208490_x_at	Hist1h2bc	Homo sapiens	histone cluster 1, H2bi; histone cluster 1, H2bg; histone cluster 1, H2be; histone cluster 1, H2bf; histone cluster 1, H2bc
208490_x_at	HIST1H2BE	Homo sapiens	histone cluster 1, H2bi; histone cluster 1, H2bg; histone cluster 1, H2be; histone cluster 1, H2bf; histone cluster 1, H2bc
208490_x_at	HIST1H2BF	Homo sapiens	histone cluster 1, H2bi; histone cluster 1, H2bg; histone cluster 1, H2be; histone cluster 1, H2bf; histone cluster 1, H2bc
208490_x_at	HIST1H2BI	Homo sapiens	histone cluster 1, H2bi; histone cluster 1, H2bg; histone cluster 1, H2be; histone cluster 1, H2bf; histone cluster 1, H2bc
208490_x_at	HIST1H2BG	Homo sapiens	histone cluster 1, H2bi; histone cluster 1, H2bg; histone cluster 1, H2be; histone cluster 1, H2bf; histone cluster 1, H2bc
216798_at	rnh1	Homo sapiens	ribonuclease/angiogenin inhibitor 1
219148_at	PBK	Homo sapiens	PDZ binding kinase
206667_s_at	SCAMP1	Homo sapiens	secretory carrier membrane protein 1
211744_s_at	CD58	Homo sapiens	CD58 molecule
220594_at	Ogt	Homo sapiens	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
208807_s_at	chd3	Homo sapiens	chromodomain helicase DNA binding protein 3
211745_x_at	hba2	Homo sapiens	hemoglobin, alpha 2; hemoglobin, alpha 1
211745_x_at	HBA1	Homo sapiens	hemoglobin, alpha 2; hemoglobin, alpha 1
204932_at	tnfrsf11b	Homo sapiens	tumor necrosis factor receptor superfamily, member 11b
202185_at	Plod3	Homo sapiens	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
214762_at	ATP6V1G2	Homo sapiens	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2
217975_at	Wbp5	Homo sapiens	WW domain binding protein 5
212327_at	LIMCH1	Homo sapiens	LIM and calponin homology domains 1
208128_x_at	KIF25	Homo sapiens	kinesin family member 25
214367_at	Rasgrp2	Homo sapiens	RAS guanyl releasing protein 2 (calcium and DAG-regulated)
221246_x_at	TNS1	Homo sapiens	tensin 1
214234_s_at	CYP3A5	Homo sapiens	cytochrome P450, family 3, subfamily A, polypeptide 5
205363_at	BBOX1	Homo sapiens	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1
207823_s_at	Aif1	Homo sapiens	allograft inflammatory factor 1
202380_s_at	NKTR	Homo sapiens	natural killer-tumor recognition sequence
204435_at	nupl1	Homo sapiens	nucleoporin like 1
221030_s_at	ARHGAP24	Homo sapiens	Rho GTPase activating protein 24
220020_at	Xpnpep3	Homo sapiens	X-prolyl aminopeptidase (aminopeptidase P) 3, putative
218071_s_at	mkrn2	Homo sapiens	makorin ring finger protein 2
205281_s_at	Piga	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis, class A
213915_at	Nkg7	Homo sapiens	natural killer cell group 7 sequence
210673_x_at	nkx2-1	Homo sapiens	NK2 homeobox 1
219174_at	IFT74	Homo sapiens	intraflagellar transport 74 homolog (Chlamydomonas)
221829_s_at	tnpo1	Homo sapiens	transportin 1
214231_s_at	KIAA0564	Homo sapiens	KIAA0564
201645_at	TNC	Homo sapiens	tenascin C
222096_x_at	HSF2BP	Homo sapiens	heat shock transcription factor 2 binding protein
212611_at	Dtx4	Homo sapiens	deltex homolog 4 (Drosophila)
207369_at	BRS3	Homo sapiens	bombesin-like receptor 3
214468_at	Myh6	Homo sapiens	myosin, heavy chain 6, cardiac muscle, alpha
204434_at	SPATA2	Homo sapiens	spermatogenesis associated 2
48030_i_at	C5orf4	Homo sapiens	chromosome 5 open reading frame 4
211108_s_at	JAK3	Homo sapiens	Janus kinase 3
210790_s_at	sar1a	Homo sapiens	SAR1 homolog A (S. cerevisiae)
218805_at	GIMAP5	Homo sapiens	GTPase, IMAP family member 5
218489_s_at	Alad	Homo sapiens	aminolevulinate, delta-, dehydratase
220343_at	Pde7b	Homo sapiens	phosphodiesterase 7B
205084_at	BCAP29	Homo sapiens	B-cell receptor-associated protein 29
213418_at	HSPA6	Homo sapiens	heat shock 70kDa protein 7 (HSP70B); heat shock 70kDa protein 6 (HSP70B')
213418_at	HSPA7	Homo sapiens	heat shock 70kDa protein 7 (HSP70B); heat shock 70kDa protein 6 (HSP70B')
204403_x_at	FAM115B	Homo sapiens	family with sequence similarity 115, member A; family with sequence similarity 115, member B (pseudogene)
204403_x_at	FAM115A	Homo sapiens	family with sequence similarity 115, member A; family with sequence similarity 115, member B (pseudogene)
209954_x_at	SS18	Homo sapiens	synovial sarcoma translocation, chromosome 18
211169_s_at	Ppp1r3a	Homo sapiens	protein phosphatase 1, regulatory (inhibitor) subunit 3A
212499_s_at	FCF1	Homo sapiens	FCF1 small subunit (SSU) processome component homolog (S. cerevisiae)
213860_x_at	csnk1a1	Homo sapiens	casein kinase 1, alpha 1
208312_s_at	PRAMEF13	Homo sapiens	PRAME family member 13
40189_at	set	Homo sapiens	SET nuclear oncogene; similar to SET translocation
40189_at	LOC646817	Homo sapiens	SET nuclear oncogene; similar to SET translocation
216342_x_at	RPS4XP17	Homo sapiens	ribosomal protein S4X pseudogene 17
202416_at	DNAJC7	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 7
205053_at	PRIM1	Homo sapiens	primase, DNA, polypeptide 1 (49kDa)
219980_at	C4orf29	Homo sapiens	chromosome 4 open reading frame 29
208368_s_at	Brca2	Homo sapiens	breast cancer 2, early onset
212564_at	KCTD2	Homo sapiens	potassium channel tetramerisation domain containing 2
202830_s_at	SLC37A4	Homo sapiens	solute carrier family 37 (glucose-6-phosphate transporter), member 4
204195_s_at	Pknox1	Homo sapiens	PBX/knotted 1 homeobox 1
202445_s_at	Notch2	Homo sapiens	Notch homolog 2 (Drosophila)
204719_at	abca8	Homo sapiens	ATP-binding cassette, sub-family A (ABC1), member 8
205874_at	ITPKA	Homo sapiens	inositol 1,4,5-trisphosphate 3-kinase A
221716_s_at	acsbg2	Homo sapiens	acyl-CoA synthetase bubblegum family member 2
203540_at	GFAP	Homo sapiens	glial fibrillary acidic protein
221456_at	TAS2R3	Homo sapiens	taste receptor, type 2, member 3
211429_s_at	SERPINA1	Homo sapiens	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1
216086_at	Sv2c	Homo sapiens	synaptic vesicle glycoprotein 2C
219552_at	SVEP1	Homo sapiens	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
207405_s_at	RAD17	Homo sapiens	RAD17 homolog (S. pombe)
206211_at	SELE	Homo sapiens	selectin E
202996_at	POLD4	Homo sapiens	polymerase (DNA-directed), delta 4
203476_at	TPBG	Homo sapiens	trophoblast glycoprotein
208631_s_at	HADHA	Homo sapiens	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit
215812_s_at	SLC6A10P	Homo sapiens	solute carrier family 6 (neurotransmitter transporter, creatine), member 10 (pseudogene); similar to solute carrier family 6 member 8
215812_s_at	LOC653562	Homo sapiens	solute carrier family 6 (neurotransmitter transporter, creatine), member 10 (pseudogene); similar to solute carrier family 6 member 8
209236_at	SLC23A2	Homo sapiens	solute carrier family 23 (nucleobase transporters), member 2
222266_at	C19orf2	Homo sapiens	chromosome 19 open reading frame 2
210628_x_at	LTBP4	Homo sapiens	latent transforming growth factor beta binding protein 4
222194_at	FAM66D	Homo sapiens	family with sequence similarity 66, member D
207900_at	Ccl17	Homo sapiens	chemokine (C-C motif) ligand 17
210579_s_at	TRIM10	Homo sapiens	tripartite motif-containing 10
208975_s_at	KPNB1	Homo sapiens	karyopherin (importin) beta 1
220420_at	LMAN1L	Homo sapiens	lectin, mannose-binding, 1 like
202346_at	UBE2K	Homo sapiens	ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)
209976_s_at	CYP2E1	Homo sapiens	cytochrome P450, family 2, subfamily E, polypeptide 1
215673_at	tef	Homo sapiens	thyrotrophic embryonic factor
201861_s_at	Lrrfip1	Homo sapiens	leucine rich repeat (in FLII) interacting protein 1
217816_s_at	PCNP	Homo sapiens	PEST proteolytic signal containing nuclear protein
210598_at	KIAA0232	Homo sapiens	KIAA0232
216893_s_at	COL4A3	Homo sapiens	collagen, type IV, alpha 3 (Goodpasture antigen)
204114_at	NID2	Homo sapiens	nidogen 2 (osteonidogen)
217106_x_at	Dimt1l	Homo sapiens	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)
211411_at	Fut1	Homo sapiens	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)
206953_s_at	LPHN2	Homo sapiens	latrophilin 2
202422_s_at	Acsl4	Homo sapiens	acyl-CoA synthetase long-chain family member 4
211550_at	egfr	Homo sapiens	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
217336_at	RPS10P3	Homo sapiens	ribosomal protein S10 pseudogene 3
216673_at	TTTY1	Homo sapiens	testis-specific transcript, Y-linked 1-like; testis-specific transcript, Y-linked 1 (non-protein coding)
216673_at	TTTY1B	Homo sapiens	testis-specific transcript, Y-linked 1-like; testis-specific transcript, Y-linked 1 (non-protein coding)
212537_x_at	RPL17P18	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
212537_x_at	RPL17P39	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
212537_x_at	RPL17P7	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
212537_x_at	RPL17P20	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
212537_x_at	LOC729046	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
212537_x_at	RPL17P33	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
212537_x_at	RPL17P34	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
212537_x_at	RPL17P9	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
212537_x_at	RPL17P22	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
212537_x_at	RpL17	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
212537_x_at	RPL17P36	Homo sapiens	ribosomal protein L17 pseudogene 22; ribosomal protein L17 pseudogene 36; ribosomal protein L17 pseudogene 20; similar to ribosomal protein L17; ribosomal protein L17 pseudogene 33; ribosomal protein L17 pseudogene 34; ribosomal protein L17 pseudogene 9; ribosomal protein L17; ribosomal protein L17 pseudogene 18; ribosomal protein L17 pseudogene 7; ribosomal protein L17 pseudogene 39
216995_x_at	mkrn2	Homo sapiens	makorin ring finger protein 2
209053_s_at	Whsc1	Homo sapiens	Wolf-Hirschhorn syndrome candidate 1
220560_at	C11orf21	Homo sapiens	chromosome 11 open reading frame 21
204308_s_at	TECPR2	Homo sapiens	tectonin beta-propeller repeat containing 2
203816_at	Dguok	Homo sapiens	deoxyguanosine kinase
213996_at	YPEL1	Homo sapiens	yippee-like 1 (Drosophila)
213939_s_at	RUFY3	Homo sapiens	RUN and FYVE domain containing 3
211899_s_at	TRAF4	Homo sapiens	TNF receptor-associated factor 4
207675_x_at	Artn	Homo sapiens	artemin
214874_at	PKP4	Homo sapiens	plakophilin 4
208279_s_at	CDRT1	Homo sapiens	CMT1A duplicated region transcript 1
210715_s_at	Spint2	Homo sapiens	serine peptidase inhibitor, Kunitz type, 2
213322_at	C6orf130	Homo sapiens	chromosome 6 open reading frame 130
216870_x_at	DLEU2L	Homo sapiens	deleted in lymphocytic leukemia 2 (non-protein coding); deleted in lymphocytic leukemia 2-like
216870_x_at	Dleu2	Homo sapiens	deleted in lymphocytic leukemia 2 (non-protein coding); deleted in lymphocytic leukemia 2-like
211149_at	UTY	Homo sapiens	ubiquitously transcribed tetratricopeptide repeat gene, Y-linked
206419_at	Rorc	Homo sapiens	RAR-related orphan receptor C
217557_s_at	CPM	Homo sapiens	carboxypeptidase M
219831_at	Cdkl3	Homo sapiens	cyclin-dependent kinase-like 3
202473_x_at	Hcfc1	Homo sapiens	host cell factor C1 (VP16-accessory protein)
213990_s_at	pak7	Homo sapiens	p21 protein (Cdc42/Rac)-activated kinase 7
217049_x_at	PCDH11Y	Homo sapiens	protocadherin 11 Y-linked
202436_s_at	CYP1B1	Homo sapiens	cytochrome P450, family 1, subfamily B, polypeptide 1
204690_at	Stx8	Homo sapiens	syntaxin 8
213637_at	DDX52	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
218454_at	Plbd1	Homo sapiens	phospholipase B domain containing 1
220717_at	ADAMTS20	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif, 20
215198_s_at	CALD1	Homo sapiens	caldesmon 1
215362_at	ST8SIA2	Homo sapiens	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
1294_at	Uba7	Homo sapiens	ubiquitin-like modifier activating enzyme 7
221076_at	PELO	Homo sapiens	pelota homolog (Drosophila)
210754_s_at	LYN	Homo sapiens	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
207492_at	ngly1	Homo sapiens	N-glycanase 1
210568_s_at	RECQL	Homo sapiens	RecQ protein-like (DNA helicase Q1-like)
212090_at	grina	Homo sapiens	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)
217035_at	IGHV3-11	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
217035_at	IGHV3-7	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
217035_at	IGHG3	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
217035_at	Ighg1	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
217035_at	IGH@	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
217035_at	IGHM	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
217035_at	ighv4-31	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
206366_x_at	XCL1	Homo sapiens	chemokine (C motif) ligand 1
214566_at	SMR3B	Homo sapiens	submaxillary gland androgen regulated protein 3B
219225_at	Pgbd5	Homo sapiens	piggyBac transposable element derived 5
216980_s_at	Spn	Homo sapiens	sialophorin
221560_at	Mark4	Homo sapiens	MAP/microtubule affinity-regulating kinase 4
207145_at	MSTN	Homo sapiens	myostatin
202765_s_at	Fbn1	Homo sapiens	fibrillin 1
209458_x_at	hba2	Homo sapiens	hemoglobin, alpha 2; hemoglobin, alpha 1
209458_x_at	HBA1	Homo sapiens	hemoglobin, alpha 2; hemoglobin, alpha 1
217777_s_at	ptplad1	Homo sapiens	protein tyrosine phosphatase-like A domain containing 1
201876_at	PON2	Homo sapiens	paraoxonase 2
212784_at	Cic	Homo sapiens	capicua homolog (Drosophila)
207929_at	grpr	Homo sapiens	gastrin-releasing peptide receptor
219608_s_at	FBXO38	Homo sapiens	F-box protein 38
216258_s_at	Serpinb13	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 13
202655_at	manf	Homo sapiens	mesencephalic astrocyte-derived neurotrophic factor
208763_s_at	TSC22D3	Homo sapiens	TSC22 domain family, member 3; GRAM domain containing 4
208763_s_at	GRAMD4	Homo sapiens	TSC22 domain family, member 3; GRAM domain containing 4
219477_s_at	THSD1P	Homo sapiens	thrombospondin, type I, domain containing 1 pseudogene
204445_s_at	ALOX5	Homo sapiens	arachidonate 5-lipoxygenase
215985_at	NCRNA00171	Homo sapiens	non-protein coding RNA 171; HLA complex P5 pseudogene 10
215985_at	HCP5P10	Homo sapiens	non-protein coding RNA 171; HLA complex P5 pseudogene 10
204337_at	RGS4	Homo sapiens	regulator of G-protein signaling 4
203198_at	CDK9	Homo sapiens	cyclin-dependent kinase 9
214156_at	MYRIP	Homo sapiens	myosin VIIA and Rab interacting protein
210172_at	Sf1	Homo sapiens	splicing factor 1
60084_at	CYLD	Homo sapiens	cylindromatosis (turban tumor syndrome)
202800_at	SLC1A3	Homo sapiens	solute carrier family 1 (glial high affinity glutamate transporter), member 3
205985_x_at	CLCNKB	Homo sapiens	chloride channel Kb
215346_at	CD40	Homo sapiens	CD40 molecule, TNF receptor superfamily member 5
213807_x_at	MET	Homo sapiens	met proto-oncogene (hepatocyte growth factor receptor)
206495_s_at	hinfp	Homo sapiens	histone H4 transcription factor
220231_at	C7orf16	Homo sapiens	chromosome 7 open reading frame 16
38487_at	STAB1	Homo sapiens	stabilin 1
217804_s_at	ilf3	Homo sapiens	interleukin enhancer binding factor 3, 90kDa
200725_x_at	RPL10P15	Homo sapiens	ribosomal protein L10; ribosomal protein L10 pseudogene 15; ribosomal protein L10 pseudogene 6; ribosomal protein L10 pseudogene 16; ribosomal protein L10 pseudogene 9
200725_x_at	rpl10	Homo sapiens	ribosomal protein L10; ribosomal protein L10 pseudogene 15; ribosomal protein L10 pseudogene 6; ribosomal protein L10 pseudogene 16; ribosomal protein L10 pseudogene 9
200725_x_at	RPL10P9	Homo sapiens	ribosomal protein L10; ribosomal protein L10 pseudogene 15; ribosomal protein L10 pseudogene 6; ribosomal protein L10 pseudogene 16; ribosomal protein L10 pseudogene 9
200725_x_at	RPL10P16	Homo sapiens	ribosomal protein L10; ribosomal protein L10 pseudogene 15; ribosomal protein L10 pseudogene 6; ribosomal protein L10 pseudogene 16; ribosomal protein L10 pseudogene 9
200725_x_at	RPL10P6	Homo sapiens	ribosomal protein L10; ribosomal protein L10 pseudogene 15; ribosomal protein L10 pseudogene 6; ribosomal protein L10 pseudogene 16; ribosomal protein L10 pseudogene 9
204196_x_at	Pknox1	Homo sapiens	PBX/knotted 1 homeobox 1
219298_at	ECHDC3	Homo sapiens	enoyl Coenzyme A hydratase domain containing 3
205419_at	Gpr183	Homo sapiens	G protein-coupled receptor 183
212934_at	UBXN2B	Homo sapiens	UBX domain protein 2B
201507_at	PFDN1	Homo sapiens	prefoldin subunit 1
221847_at	LOC100129361	Homo sapiens	similar to mCG115122
206415_at	TLL1	Homo sapiens	tolloid-like 1
204227_s_at	tk2	Homo sapiens	thymidine kinase 2, mitochondrial
219025_at	CD248	Homo sapiens	CD248 molecule, endosialin
215997_s_at	CUL4B	Homo sapiens	cullin 4B
202409_at	INS-IGF2	Homo sapiens	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript
202409_at	INS	Homo sapiens	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript
202409_at	IGF2	Homo sapiens	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript
32029_at	PDPK1	Homo sapiens	3-phosphoinositide dependent protein kinase-1
220323_at	CNTD2	Homo sapiens	cyclin N-terminal domain containing 2
217103_at	Ldlr	Homo sapiens	low density lipoprotein receptor
221836_s_at	TRAPPC9	Homo sapiens	trafficking protein particle complex 9
203318_s_at	ZNF148	Homo sapiens	zinc finger protein 148
209728_at	HLA-DRB4	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
209728_at	hla-drb1	Homo sapiens	major histocompatibility complex, class II, DR beta 4; major histocompatibility complex, class II, DR beta 1
222093_s_at	Ino80b	Homo sapiens	INO80 complex subunit B
207387_s_at	GK3P	Homo sapiens	glycerol kinase 3 pseudogene; glycerol kinase
207387_s_at	GK	Homo sapiens	glycerol kinase 3 pseudogene; glycerol kinase
218382_s_at	U2AF2	Homo sapiens	U2 small nuclear RNA auxiliary factor 2
206894_at	Apoa4	Homo sapiens	apolipoprotein A-IV
210449_x_at	Mapk14	Homo sapiens	mitogen-activated protein kinase 14
217996_at	phlda1	Homo sapiens	pleckstrin homology-like domain, family A, member 1
206950_at	SCN9A	Homo sapiens	sodium channel, voltage-gated, type IX, alpha subunit
213911_s_at	H2AFZ	Homo sapiens	H2A histone family, member Z
208334_at	NDST4	Homo sapiens	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4
209359_x_at	Runx1	Homo sapiens	runt-related transcription factor 1
212321_at	sgpl1	Homo sapiens	sphingosine-1-phosphate lyase 1
208403_x_at	MAX	Homo sapiens	MYC associated factor X
208337_s_at	NR5A2	Homo sapiens	nuclear receptor subfamily 5, group A, member 2
216757_at	Galnt7	Homo sapiens	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)
212994_at	Thoc2	Homo sapiens	THO complex 2
202281_at	GAK	Homo sapiens	cyclin G associated kinase
207363_at	RS1	Homo sapiens	retinoschisin 1
202568_s_at	Mark3	Homo sapiens	MAP/microtubule affinity-regulating kinase 3
214101_s_at	npepps	Homo sapiens	hypothetical protein FLJ11822; aminopeptidase puromycin sensitive
214101_s_at	LOC440434	Homo sapiens	hypothetical protein FLJ11822; aminopeptidase puromycin sensitive
216611_s_at	SLC6A2	Homo sapiens	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
203513_at	SPG11	Homo sapiens	spastic paraplegia 11 (autosomal recessive)
219130_at	ccdc76	Homo sapiens	coiled-coil domain containing 76
209081_s_at	COL18A1	Homo sapiens	collagen, type XVIII, alpha 1
220563_s_at	SHANK1	Homo sapiens	SH3 and multiple ankyrin repeat domains 1
214928_at	Obsl1	Homo sapiens	obscurin-like 1
200748_s_at	FTHL3	Homo sapiens	ferritin, heavy polypeptide 1; ferritin, heavy polypeptide-like 16; similar to ferritin, heavy polypeptide 1; ferritin, heavy polypeptide-like 3 pseudogene
200748_s_at	FTHL16	Homo sapiens	ferritin, heavy polypeptide 1; ferritin, heavy polypeptide-like 16; similar to ferritin, heavy polypeptide 1; ferritin, heavy polypeptide-like 3 pseudogene
200748_s_at	FTHL20	Homo sapiens	ferritin, heavy polypeptide 1; ferritin, heavy polypeptide-like 16; similar to ferritin, heavy polypeptide 1; ferritin, heavy polypeptide-like 3 pseudogene
200748_s_at	FTH1	Homo sapiens	ferritin, heavy polypeptide 1; ferritin, heavy polypeptide-like 16; similar to ferritin, heavy polypeptide 1; ferritin, heavy polypeptide-like 3 pseudogene
217796_s_at	Nploc4	Homo sapiens	nuclear protein localization 4 homolog (S. cerevisiae)
213036_x_at	ATP2A3	Homo sapiens	ATPase, Ca++ transporting, ubiquitous
205225_at	Esr1	Homo sapiens	estrogen receptor 1
205990_s_at	WNT5A	Homo sapiens	wingless-type MMTV integration site family, member 5A
202092_s_at	ARL2BP	Homo sapiens	ADP-ribosylation factor-like 2 binding protein
220155_s_at	BRD9	Homo sapiens	bromodomain containing 9
203465_at	MRPL19	Homo sapiens	mitochondrial ribosomal protein L19
215527_at	khdrbs2	Homo sapiens	KH domain containing, RNA binding, signal transduction associated 2
