From	To	Species	Gene Name
A_24_P254705	ZNF695	Homo sapiens	zinc finger protein 695
A_23_P372638	CHD9	Homo sapiens	chromodomain helicase DNA binding protein 9
A_23_P144490	DCHS2	Homo sapiens	dachsous 2 (Drosophila)
A_23_P171107	Ccnb3	Homo sapiens	cyclin B3
A_24_P160969	tp53i11	Homo sapiens	tumor protein p53 inducible protein 11
A_24_P475864	RRN3P2	Homo sapiens	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene
A_24_P475864	RRN3P3	Homo sapiens	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene
A_23_P326009	ZNF471	Homo sapiens	zinc finger protein 471
A_23_P333498	EEPD1	Homo sapiens	endonuclease/exonuclease/phosphatase family domain containing 1
A_24_P401637	LOC100130856	Homo sapiens	hypothetical LOC100130856
A_23_P331235	C5orf38	Homo sapiens	chromosome 5 open reading frame 38
A_23_P126089	SPRR2C	Homo sapiens	small proline-rich protein 2C (pseudogene); small proline-rich protein 2G
A_23_P126089	Sprr2g	Homo sapiens	small proline-rich protein 2C (pseudogene); small proline-rich protein 2G
A_23_P127533	DCUN1D5	Homo sapiens	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)
A_23_P150648	KCNQ1DN	Homo sapiens	KCNQ1 downstream neighbor
A_23_P45560	Gpr143	Homo sapiens	G protein-coupled receptor 143
A_24_P170234	Rnf148	Homo sapiens	ring finger protein 148
A_23_P130677	LOC55908	Homo sapiens	hepatocellular carcinoma-associated gene TD26
A_23_P145555	C6orf142	Homo sapiens	chromosome 6 open reading frame 142
A_24_P115199	Foxk1	Homo sapiens	forkhead box K1
A_23_P171117	MORC4	Homo sapiens	MORC family CW-type zinc finger 4
A_32_P186027	LOC723972	Homo sapiens	hepatopoietin PCn127; acidic (leucine-rich) nuclear phosphoprotein 32 family, member A
A_32_P186027	ANP32A	Homo sapiens	hepatopoietin PCn127; acidic (leucine-rich) nuclear phosphoprotein 32 family, member A
A_32_P114028	C10orf68	Homo sapiens	chromosome 10 open reading frame 68
A_23_P31765	PKIA	Homo sapiens	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
A_24_P334529	PCDHGA3	Homo sapiens	protocadherin gamma subfamily A, 3
A_24_P48162	mpg	Homo sapiens	N-methylpurine-DNA glycosylase
A_23_P216108	ank1	Homo sapiens	ankyrin 1, erythrocytic
A_23_P408787	C1orf150	Homo sapiens	chromosome 1 open reading frame 150
A_23_P1981	INS-IGF2	Homo sapiens	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript
A_23_P1981	INS	Homo sapiens	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript
A_23_P1981	IGF2	Homo sapiens	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript
A_23_P29365	RYBP	Homo sapiens	RING1 and YY1 binding protein
A_24_P402836	ZNF141	Homo sapiens	zinc finger protein 141
A_23_P436353	mllt4	Homo sapiens	similar to Afadin (Protein AF-6); myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
A_23_P436353	LOC730031	Homo sapiens	similar to Afadin (Protein AF-6); myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
A_24_P291588	DVL3	Homo sapiens	dishevelled, dsh homolog 3 (Drosophila)
A_23_P150693	Fjx1	Homo sapiens	four jointed box 1 (Drosophila)
A_32_P221	C16orf78	Homo sapiens	chromosome 16 open reading frame 78
A_24_P48177	ST3GAL2	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
A_23_P259594	AKAP7	Homo sapiens	A kinase (PRKA) anchor protein 7
A_24_P143653	LOC646674	Homo sapiens	similar to single stranded DNA binding protein 3
A_23_P168541	C7orf26	Homo sapiens	chromosome 7 open reading frame 26
A_24_P144784	HILS1	Homo sapiens	histone linker H1 domain, spermatid-specific 1
A_23_P208835	LOC407835	Homo sapiens	mitogen-activated protein kinase kinase 2 pseudogene; mitogen-activated protein kinase kinase 2
A_23_P208835	Map2k2	Homo sapiens	mitogen-activated protein kinase kinase 2 pseudogene; mitogen-activated protein kinase kinase 2
A_24_P320665	FAM126A	Homo sapiens	family with sequence similarity 126, member A
A_23_P216118	UNC5D	Homo sapiens	unc-5 homolog D (C. elegans)
A_23_P28224	Scn1a	Homo sapiens	sodium channel, voltage-gated, type I, alpha subunit
A_24_P402825	CACNA2D3	Homo sapiens	calcium channel, voltage-dependent, alpha 2/delta subunit 3
A_23_P1973	Kcnj11	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 11
A_23_P393051	C1orf172	Homo sapiens	chromosome 1 open reading frame 172
A_23_P331211	B4galnt2	Homo sapiens	beta-1,4-N-acetyl-galactosaminyl transferase 2
A_23_P130653	RTBDN	Homo sapiens	retbindin
A_23_P132793	manf	Homo sapiens	mesencephalic astrocyte-derived neurotrophic factor
A_23_P171132	EDA2R	Homo sapiens	ectodysplasin A2 receptor
A_23_P127557	KBTBD3	Homo sapiens	kelch repeat and BTB (POZ) domain containing 3
A_23_P59528	Acn9	Homo sapiens	ACN9 homolog (S. cerevisiae)
A_24_P924591	vezf1	Homo sapiens	vascular endothelial zinc finger 1
A_23_P45579	HSFY1	Homo sapiens	heat shock transcription factor, Y-linked 1; heat shock transcription factor, Y linked 2
A_23_P45579	Hsfy2	Homo sapiens	heat shock transcription factor, Y-linked 1; heat shock transcription factor, Y linked 2
A_23_P252536	MRPS26	Homo sapiens	mitochondrial ribosomal protein S26
A_24_P144773	RNF145	Homo sapiens	ring finger protein 145
A_23_P306845	TSGA10IP	Homo sapiens	testis specific, 10 interacting protein
A_23_P208850	RPS16P10	Homo sapiens	ribosomal protein S16 pseudogene 1; ribosomal protein S16 pseudogene 10; ribosomal protein S16
A_23_P208850	RPS16P1	Homo sapiens	ribosomal protein S16 pseudogene 1; ribosomal protein S16 pseudogene 10; ribosomal protein S16
A_23_P208850	rps16	Homo sapiens	ribosomal protein S16 pseudogene 1; ribosomal protein S16 pseudogene 10; ribosomal protein S16
A_23_P408768	Dot1l	Homo sapiens	DOT1-like, histone H3 methyltransferase (S. cerevisiae)
A_23_P145501	MED23	Homo sapiens	mediator complex subunit 23
A_23_P45592	TTTY8B	Homo sapiens	testis-specific transcript, Y-linked 8; testis-specific transcript, Y-linked 8-like
A_23_P45592	TTTY8	Homo sapiens	testis-specific transcript, Y-linked 8; testis-specific transcript, Y-linked 8-like
A_32_P73821	CSDE1	Homo sapiens	cold shock domain containing E1, RNA-binding
A_24_P25544	GDNF	Homo sapiens	glial cell derived neurotrophic factor
A_24_P402855	Prol1	Homo sapiens	proline rich, lacrimal 1
A_23_P130642	Gbp6	Homo sapiens	guanylate binding protein family, member 6
A_23_P126031	OR10J5	Homo sapiens	olfactory receptor, family 10, subfamily J, member 5
A_23_P132784	FXR1	Homo sapiens	fragile X mental retardation, autosomal homolog 1
A_23_P72387	AFAP1	Homo sapiens	actin filament associated protein 1
A_23_P127565	LAYN	Homo sapiens	layilin
A_24_P401601	KRT18P40	Homo sapiens	keratin 18 pseudogene 40
A_32_P154473	KIF5C	Homo sapiens	kinesin family member 5C
A_23_P126037	rlf	Homo sapiens	rearranged L-myc fusion
A_24_P188071	TUBA1C	Homo sapiens	tubulin, alpha 1c
A_23_P252541	rab7b	Homo sapiens	RAB7B, member RAS oncogene family
A_23_P171143	Tspan6	Homo sapiens	tetraspanin 6
A_23_P125303	IGSF1	Homo sapiens	immunoglobulin superfamily, member 1
A_23_P74609	G0s2	Homo sapiens	G0/G1switch 2
A_24_P25550	ADH6	Homo sapiens	alcohol dehydrogenase 6 (class V)
A_23_P162982	Dhrs4	Homo sapiens	dehydrogenase/reductase (SDR family) member 4
A_32_P91902	TSPAN14	Homo sapiens	tetraspanin 14
A_23_P300728	LMBR1	Homo sapiens	limb region 1 homolog (mouse)
A_24_P108863	SCML1	Homo sapiens	sex comb on midleg-like 1 (Drosophila)
A_23_P258483	ANKRD55	Homo sapiens	ankyrin repeat domain 55
A_23_P29330	SMC1B	Homo sapiens	structural maintenance of chromosomes 1B
A_24_P146892	orai1	Homo sapiens	ORAI calcium release-activated calcium modulator 1
A_23_P145514	il20ra	Homo sapiens	interleukin 20 receptor, alpha
A_23_P1998	APBB1	Homo sapiens	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)
A_32_P310503	OR2M2	Homo sapiens	olfactory receptor, family 2, subfamily M, member 2
A_23_P436369	FILIP1	Homo sapiens	filamin A interacting protein 1
A_23_P171150	KLHL4	Homo sapiens	kelch-like 4 (Drosophila)
A_23_P59547	NT5C3	Homo sapiens	5'-nucleotidase, cytosolic III
A_23_P127579	pts	Homo sapiens	6-pyruvoyltetrahydropterin synthase
A_23_P252556	BAI3	Homo sapiens	brain-specific angiogenesis inhibitor 3
A_24_P922357	C22orf39	Homo sapiens	chromosome 22 open reading frame 39
A_24_P64653	METTL7B	Homo sapiens	methyltransferase like 7B
A_24_P116606	WWOX	Homo sapiens	WW domain containing oxidoreductase
A_23_P45598	BPY2B	Homo sapiens	basic charge, Y-linked, 2C; basic charge, Y-linked, 2B; basic charge, Y-linked, 2
A_23_P45598	BPY2C	Homo sapiens	basic charge, Y-linked, 2C; basic charge, Y-linked, 2B; basic charge, Y-linked, 2
A_23_P45598	BPY2	Homo sapiens	basic charge, Y-linked, 2C; basic charge, Y-linked, 2B; basic charge, Y-linked, 2
A_23_P162970	IPO4	Homo sapiens	importin 4
A_23_P208847	Sirt6	Homo sapiens	sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae)
A_23_P306867	nr4a3	Homo sapiens	nuclear receptor subfamily 4, group A, member 3
A_23_P258493	LMNB1	Homo sapiens	lamin B1
A_23_P259555	OR12D3	Homo sapiens	olfactory receptor, family 12, subfamily D, member 3; olfactory receptor, family 5, subfamily V, member 1
A_23_P259555	OR5V1	Homo sapiens	olfactory receptor, family 12, subfamily D, member 3; olfactory receptor, family 5, subfamily V, member 1
A_23_P29318	Samm50	Homo sapiens	sorting and assembly machinery component 50 homolog (S. cerevisiae)
A_32_P215179	NPIP	Homo sapiens	nuclear pore complex interacting protein
A_23_P332374	ZNF175	Homo sapiens	zinc finger protein 175
A_23_P73493	CETN2	Homo sapiens	centrin, EF-hand protein, 2
A_24_P56837	ASB16	Homo sapiens	ankyrin repeat and SOCS box-containing 16
A_23_P127584	nnmt	Homo sapiens	nicotinamide N-methyltransferase
A_32_P528967	Rtp1	Homo sapiens	receptor (chemosensory) transporter protein 1
A_23_P28279	Actr1b	Homo sapiens	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)
A_23_P104054	C1orf9	Homo sapiens	chromosome 1 open reading frame 9
A_23_P207742	thrA	Homo sapiens	thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)
A_24_P246351	Fam71e1	Homo sapiens	family with sequence similarity 71, member E1
A_32_P202438	LOC646509	Homo sapiens	hypothetical LOC646509
A_24_P143686	KIAA0146	Homo sapiens	KIAA0146
A_32_P117313	C8orf83	Homo sapiens	chromosome 8 open reading frame 83
A_23_P305759	ABHD3	Homo sapiens	abhydrolase domain containing 3
A_23_P75707	OR8H1	Homo sapiens	olfactory receptor, family 8, subfamily H, member 1
A_23_P358221	UBXN7	Homo sapiens	UBX domain protein 7
A_23_P167168	Igj	Homo sapiens	immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides
A_32_P118847	FLJ42709	Homo sapiens	hypothetical LOC441094
A_23_P168576	POMZP3	Homo sapiens	POM (POM121 homolog, rat) and ZP3 fusion
A_23_P349343	ALS2CR12	Homo sapiens	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12
A_23_P28263	Ctdsp1	Homo sapiens	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1
A_24_P247902	PCLO	Homo sapiens	piccolo (presynaptic cytomatrix protein)
A_32_P119569	GOLGA8E	Homo sapiens	golgi autoantigen, golgin subfamily a, 8E
A_32_P332551	C13orf30	Homo sapiens	chromosome 13 open reading frame 30
A_23_P167159	Scrg1	Homo sapiens	stimulator of chondrogenesis 1
A_23_P349373	LOC731035	Homo sapiens	IQ motif and Sec7 domain 3; similar to IQ motif and Sec7 domain-containing protein 3; similar to IQ motif and SEC7 domain-containing protein 3; similar to IQ motif and Sec7 domain 3
A_23_P349373	IQSEC3	Homo sapiens	IQ motif and Sec7 domain 3; similar to IQ motif and Sec7 domain-containing protein 3; similar to IQ motif and SEC7 domain-containing protein 3; similar to IQ motif and Sec7 domain 3
A_23_P349373	LOC728056	Homo sapiens	IQ motif and Sec7 domain 3; similar to IQ motif and Sec7 domain-containing protein 3; similar to IQ motif and SEC7 domain-containing protein 3; similar to IQ motif and Sec7 domain 3
A_23_P349373	LOC100134209	Homo sapiens	IQ motif and Sec7 domain 3; similar to IQ motif and Sec7 domain-containing protein 3; similar to IQ motif and SEC7 domain-containing protein 3; similar to IQ motif and Sec7 domain 3
A_23_P168567	LOC100093631	Homo sapiens	general transcription factor II, i; general transcription factor II, i, pseudogene
A_23_P168567	gtf2i	Homo sapiens	general transcription factor II, i; general transcription factor II, i, pseudogene
A_32_P98298	DUSP8	Homo sapiens	dual specificity phosphatase 8
A_23_P131737	VPS54	Homo sapiens	vacuolar protein sorting 54 homolog (S. cerevisiae)
A_23_P326080	Defa4	Homo sapiens	defensin, alpha 4, corticostatin
A_23_P29303	RRP7B	Homo sapiens	ribosomal RNA processing 7 homolog B (S. cerevisiae); ribosomal RNA processing 7 homolog A (S. cerevisiae)
A_23_P29303	RRP7A	Homo sapiens	ribosomal RNA processing 7 homolog B (S. cerevisiae); ribosomal RNA processing 7 homolog A (S. cerevisiae)
A_32_P416583	NLRC5	Homo sapiens	NLR family, CARD domain containing 5
A_23_P200138	SLAMF8	Homo sapiens	SLAM family member 8
A_23_P207766	ARHGDIA	Homo sapiens	Rho GDP dissociation inhibitor (GDI) alpha
A_23_P259586	ttk	Homo sapiens	TTK protein kinase
A_23_P168551	SLC29A4	Homo sapiens	solute carrier family 29 (nucleoside transporters), member 4; similar to solute carrier family 29 (nucleoside transporters), member 4
A_23_P168551	LOC402509	Homo sapiens	solute carrier family 29 (nucleoside transporters), member 4; similar to solute carrier family 29 (nucleoside transporters), member 4
A_23_P168551	LOC100132308	Homo sapiens	solute carrier family 29 (nucleoside transporters), member 4; similar to solute carrier family 29 (nucleoside transporters), member 4
A_24_P940517	PCYOX1	Homo sapiens	prenylcysteine oxidase 1
A_24_P287691	ap3s2	Homo sapiens	adaptor-related protein complex 3, sigma 2 subunit
A_23_P259580	Tapbp	Homo sapiens	TAP binding protein (tapasin)
A_23_P371076	Klf12	Homo sapiens	Kruppel-like factor 12
A_32_P11894	C12orf65	Homo sapiens	chromosome 12 open reading frame 65
A_23_P126008	MAST2	Homo sapiens	microtubule associated serine/threonine kinase 2
A_24_P291598	USP4	Homo sapiens	ubiquitin specific peptidase 4 (proto-oncogene)
A_23_P104046	bpnt1	Homo sapiens	3'(2'), 5'-bisphosphate nucleotidase 1
A_23_P168556	STX1A	Homo sapiens	syntaxin 1A (brain)
A_23_P200126	mknk1	Homo sapiens	MAP kinase interacting serine/threonine kinase 1
A_24_P349466	PRR13	Homo sapiens	proline rich 13
A_24_P703830	Nanos3	Homo sapiens	nanos homolog 3 (Drosophila)
A_23_P133868	ZKSCAN4	Homo sapiens	zinc finger with KRAB and SCAN domains 4
A_24_P174793	PCSK1	Homo sapiens	proprotein convertase subtilisin/kexin type 1
A_23_P131723	ywhaq	Homo sapiens	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
A_24_P400507	c3orf64	Homo sapiens	chromosome 3 open reading frame 64
A_23_P28246	SLC23A3	Homo sapiens	solute carrier family 23 (nucleobase transporters), member 3
A_24_P50908	TRIM11	Homo sapiens	tripartite motif-containing 11
A_24_P254762	VENTXP1	Homo sapiens	VENT homeobox (Xenopus laevis) pseudogene 1
A_32_P10396	WDFY3	Homo sapiens	WD repeat and FYVE domain containing 3
A_23_P31755	crh	Homo sapiens	corticotropin releasing hormone
A_24_P318073	RPUSD4	Homo sapiens	RNA pseudouridylate synthase domain containing 4
A_24_P94054	STK4	Homo sapiens	serine/threonine kinase 4
A_32_P489130	Brwd3	Homo sapiens	bromodomain and WD repeat domain containing 3
A_23_P412932	spp2	Homo sapiens	secreted phosphoprotein 2, 24kDa
A_24_P371758	MRPL36	Homo sapiens	mitochondrial ribosomal protein L36
A_23_P68851	kremen1	Homo sapiens	kringle containing transmembrane protein 1
A_32_P40596	KCNA2	Homo sapiens	potassium voltage-gated channel, shaker-related subfamily, member 2
A_24_P305933	tmcc3	Homo sapiens	transmembrane and coiled-coil domain family 3
A_23_P73457	rufy1	Homo sapiens	RUN and FYVE domain containing 1
A_23_P145569	SLC22A1	Homo sapiens	solute carrier family 22 (organic cation transporter), member 1
A_24_P305938	RAB9P1	Homo sapiens	RAB9, member RAS oncogene family, pseudogene 1
A_23_P349398	zar1	Homo sapiens	zygote arrest 1
A_24_P286951	C10orf81	Homo sapiens	chromosome 10 open reading frame 81
A_24_P177604	PPP1R3F	Homo sapiens	protein phosphatase 1, regulatory (inhibitor) subunit 3F
A_23_P31747	C8orf76	Homo sapiens	chromosome 8 open reading frame 76
A_23_P167121	Gabra2	Homo sapiens	gamma-aminobutyric acid (GABA) A receptor, alpha 2
A_23_P30294	CDO1	Homo sapiens	cysteine dioxygenase, type I
A_23_P200143	DCAF8	Homo sapiens	WD repeat domain 42A
A_24_P359405	DTX3	Homo sapiens	deltex homolog 3 (Drosophila)
A_24_P116669	Cant1	Homo sapiens	calcium activated nucleotidase 1
A_23_P259521	WDR41	Homo sapiens	WD repeat domain 41
A_24_P101402	Nop56	Homo sapiens	NOP56 ribonucleoprotein homolog (yeast)
A_32_P117354	LIMCH1	Homo sapiens	LIM and calponin homology domains 1
A_24_P219808	PTOV1	Homo sapiens	prostate tumor overexpressed 1
A_32_P115130	mRpL41	Homo sapiens	mitochondrial ribosomal protein L41
A_23_P131789	BPI	Homo sapiens	bactericidal/permeability-increasing protein
A_23_P219144	CLTA	Homo sapiens	clathrin, light chain (Lca)
A_23_P68866	Uqcr10	Homo sapiens	ubiquinol-cytochrome c reductase complex (7.2 kD)
A_23_P104025	TSEN15	Homo sapiens	tRNA splicing endonuclease 15 homolog (S. cerevisiae)
A_24_P57993	KIAA1644	Homo sapiens	KIAA1644
A_32_P114003	LOC100192378	Homo sapiens	hypothetical LOC100192378
A_23_P68868	TUG1	Homo sapiens	taurine upregulated 1 (non-protein coding)
A_23_P167129	Hhip	Homo sapiens	hedgehog interacting protein
A_24_P23258	TSC22D3	Homo sapiens	TSC22 domain family, member 3; GRAM domain containing 4
A_24_P23258	GRAMD4	Homo sapiens	TSC22 domain family, member 3; GRAM domain containing 4
A_23_P131785	BPI	Homo sapiens	bactericidal/permeability-increasing protein
A_24_P254744	EPHA3	Homo sapiens	EPH receptor A3
A_23_P22214	PRKAR2A	Homo sapiens	protein kinase, cAMP-dependent, regulatory, type II, alpha
A_23_P31739	stmn4	Homo sapiens	stathmin-like 4
A_24_P919452	LOC729839	Homo sapiens	similar to DTW domain containing 2; DTW domain containing 2
A_24_P919452	dtwd2	Homo sapiens	similar to DTW domain containing 2; DTW domain containing 2
A_24_P50950	Ccdc88b	Homo sapiens	coiled-coil domain containing 88B
A_23_P305723	MIER1	Homo sapiens	mesoderm induction early response 1 homolog (Xenopus laevis)
A_23_P145584	Ube2h	Homo sapiens	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)
A_23_P322845	ppapdc1b	Homo sapiens	phosphatidic acid phosphatase type 2 domain containing 1B
A_23_P30283	Fam174a	Homo sapiens	family with sequence similarity 174, member A
A_23_P153583	ppp5c	Homo sapiens	protein phosphatase 5, catalytic subunit
A_23_P144458	CAMK2D	Homo sapiens	calcium/calmodulin-dependent protein kinase II delta
A_24_P56894	CRLF3	Homo sapiens	cytokine receptor-like factor 3
A_23_P56404	EN1	Homo sapiens	engrailed homeobox 1
A_23_P153586	uqcrfs1	Homo sapiens	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide-like 1; ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
A_23_P153586	UQCRFSL1	Homo sapiens	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide-like 1; ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
A_23_P144453	Mrfap1	Homo sapiens	Mof4 family associated protein 1
A_24_P286935	Arl3	Homo sapiens	ADP-ribosylation factor-like 3
A_23_P131778	LOC728607	Homo sapiens	mannosidase, beta A, lysosomal-like; similar to mannosidase, beta A, lysosomal-like
A_23_P131778	MANBAL	Homo sapiens	mannosidase, beta A, lysosomal-like; similar to mannosidase, beta A, lysosomal-like
A_32_P32254	COL6A1	Homo sapiens	collagen, type VI, alpha 1
A_23_P332399	GULP1	Homo sapiens	GULP, engulfment adaptor PTB domain containing 1
A_23_P131771	TPD52L2	Homo sapiens	tumor protein D52-like 2
A_23_P219117	epb49	Homo sapiens	erythrocyte membrane protein band 4.9 (dematin)
A_24_P23245	ndufa6	Homo sapiens	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa
A_23_P22224	EIF4EBP1	Homo sapiens	eukaryotic translation initiation factor 4E binding protein 1
A_23_P31721	E2f5	Homo sapiens	E2F transcription factor 5, p130-binding
A_24_P783008	LOC200726	Homo sapiens	hCG1657980
A_23_P31725	Blk	Homo sapiens	B lymphoid tyrosine kinase
A_23_P168592	CCDC126	Homo sapiens	coiled-coil domain containing 126
A_23_P371039	Ntsr1	Homo sapiens	neurotensin receptor 1 (high affinity)
A_24_P330633	TAT	Homo sapiens	tyrosine aminotransferase
A_23_P30275	PCYOX1L	Homo sapiens	prenylcysteine oxidase 1 like
A_23_P73429	HCLS1	Homo sapiens	hematopoietic cell-specific Lyn substrate 1
A_24_P56884	TMEM199	Homo sapiens	transmembrane protein 199
A_23_P144465	papss1	Homo sapiens	3'-phosphoadenosine 5'-phosphosulfate synthase 1
A_23_P73420	TRAPPC9	Homo sapiens	trafficking protein particle complex 9
A_23_P366216	Hist1h2bh	Homo sapiens	histone cluster 1, H2bh
A_23_P501193	KCNJ16	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 16
A_32_P68148	ZNF738	Homo sapiens	zinc finger protein 738
A_23_P68846	MYO18B	Homo sapiens	myosin XVIIIB
A_24_P363679	ATP6V1H	Homo sapiens	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H
A_23_P75769	MS4A4A	Homo sapiens	membrane-spanning 4-domains, subfamily A, member 4
A_23_P56314	Uqcr11	Homo sapiens	ubiquinol-cytochrome c reductase, 6.4kDa subunit
A_32_P405973	ADCY2	Homo sapiens	adenylate cyclase 2 (brain)
A_23_P202427	HKDC1	Homo sapiens	hexokinase domain containing 1
A_24_P229025	Gria3	Homo sapiens	glutamate receptor, ionotrophic, AMPA 3
A_23_P75764	OR5A1	Homo sapiens	olfactory receptor, family 5, subfamily A, member 1
A_24_P252497	TRIB1	Homo sapiens	tribbles homolog 1 (Drosophila)
A_24_P101629	FAM127B	Homo sapiens	family with sequence similarity 127, member B
A_24_P88079	MUC6	Homo sapiens	mucin 6, oligomeric mucus/gel-forming
A_24_P332971	RPL7P46	Homo sapiens	ribosomal protein L7-like 1; ribosomal protein L7 pseudogene 14; ribosomal protein L7 pseudogene 21; ribosomal protein L7 pseudogene 22; ribosomal protein L7 pseudogene 46
A_24_P332971	RPL7P22	Homo sapiens	ribosomal protein L7-like 1; ribosomal protein L7 pseudogene 14; ribosomal protein L7 pseudogene 21; ribosomal protein L7 pseudogene 22; ribosomal protein L7 pseudogene 46
A_24_P332971	RPL7P21	Homo sapiens	ribosomal protein L7-like 1; ribosomal protein L7 pseudogene 14; ribosomal protein L7 pseudogene 21; ribosomal protein L7 pseudogene 22; ribosomal protein L7 pseudogene 46
A_24_P332971	RPL7L1	Homo sapiens	ribosomal protein L7-like 1; ribosomal protein L7 pseudogene 14; ribosomal protein L7 pseudogene 21; ribosomal protein L7 pseudogene 22; ribosomal protein L7 pseudogene 46
A_24_P332971	RPL7P14	Homo sapiens	ribosomal protein L7-like 1; ribosomal protein L7 pseudogene 14; ribosomal protein L7 pseudogene 21; ribosomal protein L7 pseudogene 22; ribosomal protein L7 pseudogene 46
A_23_P46964	Hif1an	Homo sapiens	hypoxia inducible factor 1, alpha subunit inhibitor
A_23_P320578	RGS16	Homo sapiens	regulator of G-protein signaling 16
A_32_P228414	GAPVD1	Homo sapiens	GTPase activating protein and VPS9 domains 1
A_24_P359545	ccbl2	Homo sapiens	cysteine conjugate-beta lyase 2
A_32_P132589	Zyg11a	Homo sapiens	zyg-11 homolog A (C. elegans)
A_24_P247978	ZNF589	Homo sapiens	zinc finger protein 589
A_32_P104432	NCRNA00087	Homo sapiens	non-protein coding RNA 86; non-protein coding RNA 87
A_32_P104432	Ncrna00086	Homo sapiens	non-protein coding RNA 86; non-protein coding RNA 87
A_23_P371239	cmip	Homo sapiens	c-Maf-inducing protein
A_24_P222911	sfrs7	Homo sapiens	splicing factor, arginine/serine-rich 7, 35kDa
A_32_P83270	LOC727982	Homo sapiens	hypothetical protein LOC727982
A_24_P365767	CYBB	Homo sapiens	cytochrome b-245, beta polypeptide
A_23_P73632	nr0b1	Homo sapiens	nuclear receptor subfamily 0, group B, member 1
A_23_P73637	TEX13B	Homo sapiens	testis expressed 13B
A_23_P217098	VPS13A	Homo sapiens	vacuolar protein sorting 13 homolog A (S. cerevisiae)
A_32_P209960	Ciita	Homo sapiens	class II, major histocompatibility complex, transactivator
A_24_P23445	RNU12-2P	Homo sapiens	RNA, U12 small nuclear
A_23_P56328	Plvap	Homo sapiens	plasmalemma vesicle associated protein
A_24_P150931	NXPH3	Homo sapiens	neurexophilin 3
A_23_P30126	FGFBP1	Homo sapiens	fibroblast growth factor binding protein 1
A_24_P399230	WFIKKN2	Homo sapiens	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2
A_24_P95723	KIAA0125	Homo sapiens	KIAA0125
A_32_P206899	DNAH2	Homo sapiens	dynein, axonemal, heavy chain 2
A_23_P30122	IL2	Homo sapiens	interleukin 2
A_24_P61772	TBC1D27	Homo sapiens	TBC1 domain family, member 27
A_23_P153571	IGFL2	Homo sapiens	IGF-like family member 2
A_23_P132910	RBM47	Homo sapiens	RNA binding motif protein 47
A_32_P210642	egfl7	Homo sapiens	EGF-like-domain, multiple 7
A_32_P119616	etfA	Homo sapiens	electron-transfer-flavoprotein, alpha polypeptide
A_23_P132915	FAM114A1	Homo sapiens	family with sequence similarity 114, member A1
A_24_P365753	CXorf42	Homo sapiens	chromosome X open reading frame 42
A_24_P174613	FBXW7	Homo sapiens	F-box and WD repeat domain containing 7
A_24_P207479	DEDD2	Homo sapiens	death effector domain containing 2
A_23_P202408	herc4	Homo sapiens	hect domain and RLD 4
A_23_P75786	SLC15A3	Homo sapiens	solute carrier family 15, member 3
A_23_P76951	tmx1	Homo sapiens	thioredoxin-related transmembrane protein 1
A_32_P68097	fam135b	Homo sapiens	family with sequence similarity 135, member B
A_23_P46947	CNNM1	Homo sapiens	cyclin M1
A_24_P97836	RAD17	Homo sapiens	RAD17 homolog (S. pombe)
A_23_P371254	TAS2R43	Homo sapiens	taste receptor, type 2, member 43
A_23_P425925	KRT222	Homo sapiens	keratin 222 pseudogene
A_23_P153562	C5ar1	Homo sapiens	complement component 5a receptor 1
A_23_P147665	OLFML1	Homo sapiens	olfactomedin-like 1
A_23_P76969	SIPA1L1	Homo sapiens	signal-induced proliferation-associated 1 like 1
